name,company,area,min_salary,max_salary,description,link
排版美工实习生,回形针电商,成都·武侯区·新会展中心,3.0,4.0,10年电商公司招聘电商美工实习生3000一、岗位职责：1.使用CDR/AI/PS等设计软件在线排版，有固定模板套用；2.使用淘宝后台工具承接线上代金券、单据、信封、笔记本等定制产品的排版，服务客户负责设计定稿；二、岗位要求：1.24届应届生、25届在校生大专及以上设计相关专业；2.理解并适应客户需求，快速响应，认真负责；3.要求必须掌握CDR，不会使用该软件的勿扰；4.专业美工带教，让你真正学以致用；5.实习期3个月（2月-4月），表现优异者可考虑转正。三、工作地点：公司附近交通便利，地铁1号线、18号线世纪城站直达后步行5分钟。四、到岗时间店铺介绍：公司目前总店铺数20余家，以下为其中3家天猫店铺：【协创优致办公专营店】【苏克办公专营店】【慢作文具专营店】温馨提示：为了互相有一个良好的面试体验，面试前请先了解岗位和店铺信息哦~公司介绍【关于我们】成都回形针电子商务有限公司破壳于2012年，致力于成为全国电商渠道领先的文具用品零售商，提供高质量的产品和服务，为用户提供学习和办公生活的美好体验。我们现有20余家天猫、京东、拼多多等电商渠道店铺，团队小伙伴超过400人，以95后为主，氛围融洽活跃、单纯，免去职场勾心斗角的烦恼。2023年销售额达成4亿元，过去6年销售呈12倍速增长！我们期待与你相见！！！！！！！,https://www.zhipin.com/job_detail/9bca26a7b42835e11Hd53ty1FVpY.html?lid=4WmKvkdU3Ra.search.124&securityId=Juy8j8KkN5o7Z-01m1gd3JuVmC5zln5s-c5psqiolpi15qAO1wbsBDHWraowj2STAB1GjlIZbtfsNMIOvC-2QWKOfqzX1ybmEFW38JXxq6pakWEU2w~~&sessionId=
内容创作实习生,遥望科技,成都·武侯区·中和,3.0,4.5,岗位职责：1、负责公司明星/达人短视频账号的商品创意种草拍摄及简单后期制作。2、具有商品分析能力，明确团队需求，能根据商品特性进行脚本的创作，保证成片效果。3、参与产品展示的出镜需求，男生净身高175cm以上，女生160cm以上，形象气质佳。4、参与团队创意分享，提供拍摄相关的创意内容，给到团队更多赋能与创意。任职要求：1、25年本科及以上在校生（接受有课请假），形象气质佳，有网感，会化妆的优先考虑。2、短视频爱好者，有网感愿意朝自媒体方向发展，自己做过账号参与过拍摄的优先。3、熟练使用拍摄设备，索尼、佳能必须掌握。4、善于与人沟通，具有较强责任感和团队合作精神；5、个人自驱能力强，有想法；5、投递简历麻烦附带生活照。岗位需求：一个男生一个女生岗位福利：1、年轻团队，平均00后，氛围好；2、日常下午茶，团建；3、优秀可提供转正机会。,https://www.zhipin.com/job_detail/c242aaf67af19a341HB72t27EFRU.html?lid=4WmKvkdU3Ra.search.56&securityId=GHekGwcNQP50R-g1Zv58K_SJKFG-rpCXgV4T4yLgbiDtyAzwqSVKqy9135SeBv6usb_Weyk-gepheZJ0IcJv9dzoAg2FJrpjeKsDjYJ-SA9Dq3yq&sessionId=
游戏运营实习生,乐曼多,成都·双流区·华阳,3.0,3.3,仅接受25届及26届实习生，能够一周五天全职实习，保证至少3-6个月以上的实习岗位职责：1、负责游戏产品的日常运营工作，管理版本更新和游戏活动；2、协助制定游戏产品运营的节奏、规划，并落实日常的具体运营工作；3、搜集用户反馈，分析用户行为和消费习惯，以及其他用户管理工作；任职要求：1、本科以上学历，25、26届在校应届生2、拥有较强的责任心、学习能力、抗压能力和团队沟通能力，较好的口头和书面表达能力3、热爱游戏，关注游戏行业动态，对游戏开发相关内容有了解且有自己的认识理解。,https://www.zhipin.com/job_detail/2522b3352c5790d41HV82dq6GFRY.html?lid=4WmKvkdU3Ra.search.55&securityId=_kOF2Wer2Qkjm-D1duQYDNBIkS4lUCIqmxdgKwvZgcfDQ1OnIVFxzY4zllRoiu56NgMoIzi3yxasa8feu_lRwf-DrsduEGgThVs2hSla5JJViUWe&sessionId=
游戏特效实习生,天上友嘉,成都·武侯区·铁像寺,3.0,4.5,面向25届！岗位职责：1. 负责主流3d引擎项目的主角技能、场景、UI、界面光效设计及制作；2. 能根据策划案，实现项目画面构成的各种特效元素动态表现及制作；3. 能熟悉主流3d引擎、精通特效相关制作软件，熟悉粒子特效系统，具有一定的手绘能力。岗位要求：1. 大专及以上学历，有游戏特效制作设计经验，对配合角色动作有概念；2. 具有专业美术知识，一定绘画基础。有3D软件特效制作经验，能使用主流3d引擎自带粒子系统和相关插件；3. 有良好的色彩感觉，良好的动画节奏感，能对特效相应的音效进行制作优先；4. 沟通能力好，主动积极，有耐性，有条理，性格开朗。,https://www.zhipin.com/job_detail/67ef47c32eb032a51HZ50tu9GFRV.html?lid=4WmKvkdU3Ra.search.63&securityId=DZ2vyVfc7ifH4-O1B6KXs1uHwD-GT_c1B_HkwRw0IPVhBB9o_1Sqz2KYqPPSwJpoir138G-gXAO6KIM3LA_D4AwNJLeDXiDh-v6b1XrsgtOjHqfkkIwsttsA7PPqqIswlICf6EsqwhHLyPs4M-TGyQ~~&sessionId=
实习5.5K+转正后提成25%～75%提成+工作自由,四川链家,成都·青羊区·金沙,3.0,8.0,工作内容：      1：社区公益活动，组织社区活动      2：为有购房需求的客户提供专业服务      3：学习银行按揭流程，学习房管局过户流程      4：维护好社区邻里关系+维护开发商关系      5：维护老客户的关系，平时多吃饭交流      6：公司活动策划，公司活动组织      7：帮扶老弱群众，做一个对社会有贡献的人用人条件：      1：统战大专学历及以上      2：不限制工作经验，不限制专业，不限制行业，只要员工愿意学习，我们公司都愿意全力培养福利待遇：       1：国家基本标准都是有的，国家标准没有的，我们公司也有       2：还有非常多的福利待遇，有兴趣可以私信我哦,https://www.zhipin.com/job_detail/bd3c2b3b5ead706f1XV_2Nu5FFFZ.html?lid=4WmKvkdU3Ra.search.110&securityId=_DBlavPbGHyQv-21ErjL6J98LGoJoFwhOUzpJv6t6LCEr7Kq5pFhbcqcG2F_w_zlETCF3dPVXYrr4ahTEElxRKwzqpYLO10Nv0G8bLtrtFQa7q_wdA~~&sessionId=
人力资源实习生 (MJ054534),吉利科技集团,成都·武侯区·新会展中心,3.0,6.0,"工作职责：1、梳理公司在招职位，维护招聘渠道 ；2、根据JD筛选、推荐简历，协调面试官、候选人沟通等招聘相关工作；3、协助参与员工关系、培训、文化模块：试用期管理、培训筹备和组织，组织氛围建设及文化宣传等工作；4、完成部门交办的其他人力相关工作。任职资格：1、全日制本科及以上学历，25届毕业或24届保研； 2、逻辑思维良好，具有较强的沟通能力和亲和力；  3、具有较强的电脑操作能力，熟练使用word, excel等；  4、有责任心，踏实，主动，执行力强；  5、实习时间 3个月及以上 , 每周至少工作4天。",https://www.zhipin.com/job_detail/e4b7c146bcb557ac1HR63Nu_EFFZ.html?lid=4WmKvkdU3Ra.search.95&securityId=ydX7ivTuJf1U2-c1sbcea0MUP0tXAhJIgOYskd1slV8TRS3O_nEPYtpb6A-56U2gNQrUimG0ouEWx76-as5Vq3r0naKMb-p_XnsJxASsy5Q5zz8m0AJF&sessionId=
hr实习生（实习工资3000/月）,奈思电子商务,成都·武侯区·航空路,3.0,3.3,【工作职责】1、招聘信息的发布及更新，并邀约合适的人员来面试；2、接待并安排面试的人员；3、人员入职、离职、异动手续的办理；4、负责每日员工花名册、日报表的统计工作；5、负责协助人力资源部领导交代的其他工作。【岗位要求】1、本科及以上学历，专业不限，25届在校优先；2、工作认真负责，责任心强，善于沟通，态度端正；3、良好的计算机操作能力，office软件熟练；4、能实习3个月或以上，有意愿积累人力资源实践经验的。,https://www.zhipin.com/job_detail/7578186831c7a7d91HV809W_E1NQ.html?lid=4WmKvkdU3Ra.search.91&securityId=8njUiAFfIgRqu-N18UynWv59ansbX4g9tvwaTsSV4wqpOkjlwNbqUStEVWcuCjQUqvw7NHO_SaDDCeS8GRybWOBP5pjXOUugv2IOBjFiNUF2cd8GDUQrOKdkZTUozd8PB9yPvplwGKFfwCOVIB2Z1lo~&sessionId=
投教顾问助理 实习生,华益控股成都分公司,成都·金牛区·人民北路,3.0,8.0,公司待遇：1.试用期无责底薪3500/4000+提成2.公司都是00/90后，年轻人的氛围，好相处3.周末双休，法定节假日休假4.定期组织团建，薪资待遇不会亏待工作内容：1.学习工作内容业务模式2.公司提供客户名单，只需要负责前端筛选意向客户，添加到微信3.做好客户意向反馈工作要求：1.学历不限  年龄18~25岁2.做事踏实，认真负责4.没有相关经验也没关系，对证券，股票，金融感兴趣，未来想往金融领域发展。,https://www.zhipin.com/job_detail/3bb7970385607b1f1Hd82di9FFVX.html?lid=4WmKvkdU3Ra.search.120&securityId=QLGCw5Cxk72w9--1K76yO5gktnOC0PHPeLqtMmyW4we3eQRlw9hYSo7MLPgnMCDIWCcOrRcxudiFFZRE7IiDVZiLIDxvOXOYMyeEzJPZnqjxVP8h7B4u&sessionId=
java开发实习生,环球掌娱,成都·武侯区·新会展中心,3.0,5.0,"职位描述1、学习软件开发的工艺和流程；2、参与软件,平台工具等产品的功能模块开发与文档编写；3、参与软件产品的需求分析以及原型设计；4、维护线上业务代码,对模块进行迭代升级；职位要求25届毕业生1、计算机及相关专业统招本科及以上学历，应届同学优先；2、java基础扎实，动手能力强，有浓厚的技术热情 ；3、了解WEB常用技术，如css3/h5/ajaxa/jquery等.4、能熟练使用Eclipse等开发工具，SVN/GIT等版本控制工具；5、了解MySQL, 或其他常用关系型数据库；6、了解SpringMVC，SpringBoot等主流JAVA技术;7、工作认真踏实、积极主动、敬业且具有团队合作精神；8、有企业级软件开发经验或职业证书者优先；9、AI 人工智能相关专业优先；",https://www.zhipin.com/job_detail/43ae1c7f8ae336921XN909S5GFdX.html?lid=4WmKvkdU3Ra.search.128&securityId=k7qM2uTjqPwhN-m1bmAI0i6d4czXUFRCo3nadqthK-cqAyok0Wf4TbAvG0WZynws2haGVf_fxpKmrUBBlZacYftl-7iTIM_I1yQk4_FnYSy-sqO3B4HcFLY_eA7Ryt2aSm57R9JqKwo8w9deqDZ71-AQ&sessionId=
销售支持实习生,怪兽充电,成都·锦江区·牛市口,3.0,3.3,"上市互联网公司：业务支持岗位，无销售性质，无提成说法,周末双休，招聘25届实习生，需要拎包3天，实习生签署实习协议，薪资一天100元，以上可接受者欢迎沟通岗位职责：1， 负责城市资产的管理，产品出入库的统计，物资盘点工作；2， 负责城市各项数据汇总、物料申请工作；3， 负责办公用品的采购、费用统计报销及团建的组织与报销，合同归档等；4， 协助城市进行员工入、转、调、离及员工福利的办理和考勤登记，对业务人员的基础培训工作：5， 负责对接总部运营，协助处理和推动城市业务侧各项工作顺利进行；6，负责协助城市经理及区域主管更好的开展城市业务线及区域销支团队更好的开展工作。岗位要求:1、大专及以上学历，有行政人事等相关工作经验者，有仓储及资产管理工作经验者优先；2、有一定的抗压能力，细心、责任心强，熟悉office软件，有强烈的个人使命感和自我驱动力，忠于目标； 福利待遇：周末双休，节假日福利，温馨融洽的业务团队，薪资面谈。工作地址：四川省成都市锦江区锦东路568号摩根中心2栋2406室工作时间：9:30-18:30   周末双休，节假日正常放假到岗要求：若开学有课程的，可接受每周最少到岗4天",https://www.zhipin.com/job_detail/c20262801b1151451X1-0t-7EFdY.html?lid=4WmKvkdU3Ra.search.80&securityId=C3S9SrpDONLqp-914nowpTnjJ4i3u1AyeIw9QRA6sUF44mY9ZrJ2pFavT1jgwXPxeExxc9hsEEqdLeFbMw6DBL2MlE7hLqMH_TuMs_9gT3jUPZUr&sessionId=
暑期实习生,自强教育,成都·武侯区·桐梓林,3.0,4.5,招募要求：1、喜欢孩子，喜欢教育行业，有责任心与耐心；2、不怕吃苦，有极强的沟通能力，有敏锐的观察力；3、男女不限，纪律性强，能严格执行任务安排；4、能够在暑假期间驻扎训练基地。你需要做：1、协助教练完成教学任务；2、照顾本期孩子的生活起居；3、陪孩子一起玩乐、一起学习、一起成长；4、及时跟进、反馈孩子的生活学习状况，并适时向家长沟通孩子在营情况；5、一切有利于孩子成长的事情；6、给孩子拍训练、生活照片以及视频反馈给家长；7、完成相应的分管工作（比如宿舍管理、物资管理等）。福利待遇1、薪资待遇：标准工资：100元/天+（20-40/天）绩效工资;注：绩效工资根据现场负责人考核而定。（A级：40元/天，B级：35元/天，C级：25元/天，D级：20元/天）。2、福利待遇：包吃包住+不定期聚餐活动等。2、工作地点：成都3、工作时间：暑假7-8月注意：此岗位公司提供正规的实习证明。,https://www.zhipin.com/job_detail/9cf3d5eb0ef585ac03Jy292-GVs~.html?lid=4WmKvkdU3Ra.search.40&securityId=SkiQWa4xFhkr8-I1clQkQQVnv4KqCDT9-BDdvdKfWVpvmpd3dOTOY4Z6Sz4_V748dvlZPxUvaeHYphJ4GXaQBJAqiQAdm92ScGhfkcjUeGVF-meu&sessionId=
项目管理实习生（25届）,星网智慧科技,成都·武侯区·新会展中心,3.0,4.5,一、核心需求(必备)1、 对于项目管理工作有主动倾向，愿意参与管理工作2、有较强抗压能力，能接受各方压力并有效处理二、硬实力 (长期培养)1、沟通，条理清晰，能准确表达所希望达成目标;o2、细心，能详细记录工作中发现问题，并确认问题三、软实力 (能力方向)1、自主性和积极性，明确问题的同时主动推动问题解决或上升2、目标明确，能确认完成标准，主动跟踪:3、良好数据处理能力，可以从数据中提炼所需内容4、有耐心，能接受跟踪、确认等大量重复工作;5、主动学习，能主动学习各方知识，方便有效沟通6、突破界限，对于工作范围能主动往前或往后延由，提高对接效率四、加分项1、编程能力，如Python，能自主进行数据处理2、运维，能自主搭建所需工具和服务:3、CI&CD，能协助团队进行自动化建设4、销售，能搞定客户需求;5、技术支持，能现场处理问题:加分项有以下行业经验：计算机软件·计算机硬件·通信/网络设备,https://www.zhipin.com/job_detail/a8acbb926127498b1HF72d-5F1RS.html?lid=4WmKvkdU3Ra.search.5&securityId=asMr4oMJVoGIx-k1HDwvRS9KO7VlLD8uzcEkaL4GEKljebRY5XgUr5vFIqpZBhIT7s1hSmLiXqiLd6FeIMT2TxElPiuXwfXftt2SGHpjumg5eHBPWenp&sessionId=
实习生,四川宜思瑞科技有...,成都·武侯区·新会展中心,3.0,3.6,诚招在校学生做实习生，可提供实习证明，每月到岗天数根据你的课时安排而定，需持学生证及身份证到岗,https://www.zhipin.com/job_detail/905d3f4267029bd703d-2dy4FlQ~.html?lid=4WmKvkdU3Ra.search.151&securityId=iJpfDqTg3QUEF-L1j6sUdW6m9up9JOVPjUO8F37cOv8NgZEve6gEoLlZjhHwv2p0lylbPnDGxnkDHiimDtm23EsEJVGMDfl-9S4q_dAPBTfvEeMm&sessionId=
0-3岁 托育中心 实习生,贝托付,成都·武侯区·世豪广场,3.0,4.5,"实习岗位老师请附上实习时间段，需满足三个月以上实习时间，年后可入职寻找爱孩子爱教育，把教师当做长期的职业规划的同学加入工作地点：成都高新区大源岗位职责:1.照顾1-4岁婴幼儿的日常生活; 2.负责协助并培养幼儿良好卫生及习惯; 3.负责保护婴幼儿在课程中与活动中的安全; 4.根据婴幼儿的年龄特点开展教学活动; 5.记录婴幼儿的生活成长及发展与学习过程; 6.与家长沟通、讨论幼儿的行为表现及学习状况。  7.协助主教及其他老师完成教室及教具关键创设,维护与管理职位要求:1.大专及本科及以上文凭2.持国家教师资格证优先3.拥有AMI助教资格证者优先4.有蒙特梭利教育工作经验者优先5.复用爱心,耐心,责任心,及良好的师德,亲和力强,性格平静,形象气质佳",https://www.zhipin.com/job_detail/42ef2ca788e162551XBy3dm7E1pU.html?lid=4WmKvkdU3Ra.search.148&securityId=-dkakV7IZoBVU-u1pa4AGIdfEuSE9QdSmwJSYSB5Jy9V-JRQqWrQt9bqLdmZ6TeSVt8siFCXtwh6PsVroizsMxZUV31AebKw5MInAbij6ILOhz1qTAyH&sessionId=
电商运营 实习生,成都科汇,成都·武侯区·省体育馆,3.0,6.0,"此岗位仅招，在校实习生，需要实习6个月以上，一、岗位职责：  负责学习管理运行 、京东 天猫，抖音电商，国内核心电商平台店铺。1-产品上架：标题，图片优化，提升排名效果2-客户线上沟通，根据反馈优化内部流程，规范文档。3-转单发货：熟悉各平台运行规则与公司内部ERP操作，各类发票（电票，专票）的申领发放，供应链的对接，逆向物流管理。4-利用挑客，快车，搜索优化，种草，等多种站内卡位，站外引流的方式，进行推广工作。5-利用京东商智，生意参谋等工具，每天针对自身及竞店进行各类数据进行，统合综效地分析汇报 实习效果实习满六个月：可独立开店，在国内电商平台实现自主管理运营。二、岗位要求：1-熟练ps等常用图片及视频编辑软件。2、性格外向开朗，有朝气，面对问题会主动沟通寻求问题解决，熟练office 操作。3、做事严谨，考虑问题全面，逻辑思维清晰。 4、电子商务专业 优先考虑。三、工作时间及薪酬1.一周工作五天，朝九晚六。周末双休，法定假日按国家规定执行。2劳动报酬，在实习满6个月的情况下，按实际工作日结算，80元-200元/每工作日（具体据实际面试综合表现），实习时间不少于6个月公司介绍成立2004年，专注科技行业18年，聚焦企业级IT产品销售及服务， 与国际著名it领导厂商有着良好的合作关系，如群晖 synology, aten kvm 360政企安全 等，公司拥有自用产权办公室300平米，交通便利(地铁1号线，3号线，省体育馆站即到），团队小于20人，团队年轻，氛围好。",https://www.zhipin.com/job_detail/764a4701e92672591Xd53d27GFdR.html?lid=4WmKvkdU3Ra.search.147&securityId=2AHp7PyZHSXv9-o13n_DOazJJzEWqNBN1y3iZWVV9UEuw5R-A4mAlle4otlxfezZT9BtBXupm3H_hLEjEetCz6eOWPQcgNaywPaiIV5LB5VF79bpnw~~&sessionId=
环保巡查 实习生,博润中天,成都·温江区·柳城,3.0,6.0,1. 男女不限 有驾照 能开车2.负责环保项目巡查，能操作电脑，编辑巡查台账3. 要求必须环保专业，经验不限，往届应届毕业生均可4. 实习期三个月，实习工资每月3000元（含社保），正式录用后，底薪3000元+社保+补贴奖金等。,https://www.zhipin.com/job_detail/d9b03634633d13e11Hd-2du9FFJY.html?lid=4WmKvkdU3Ra.search.146&securityId=pTJl194zK9WcN-U1zJhwtz0FZVf7-S3JYI7KO3Ywj1WaJUI4HKeam3RVMJ-aJQFk5Zlk3jMJmbi4Av6aBqoDeMWGFQZ9BChaeVDAOFcKEZoZDWkL8SE~&sessionId=
设计师助理 实习生,四川鲁班大宅装饰工程,成都·武侯区·火车南站,3.0,3.3,招收设计专业实习生，应届毕业生，设计师助理，专业培训设计界精英人才；从事量房，方案绘制，预算报价等一系列工作，要求：会cad绘图软件，会su，有上进心，能吃苦耐劳一旦录用，即可上班，待遇优厚，有意向欢迎咨询！加分项有以下行业经验：装修装饰,https://www.zhipin.com/job_detail/5cfb178842157be01nxz2tm0GVJQ.html?lid=4WmKvkdU3Ra.search.144&securityId=E1LKB6BiCb727-z14XcXXpm340NmeXgrfZpM3h2_zthS-VSyaT1j9Eo6OWDoKgiechZYj8GbF0QfTSs9mysmjTlnF1QDF3VNjTgD6zwRWXyDmE-KRSs~&sessionId=
HR实习生,芯原(成都),成都·武侯区·新会展中心,3.0,4.0,【职位职责】1. 协助HR团队日常工作，如人事系统和档案管理，协助绩效评估的开展和分析，企业公众号的运营等；2. 协助日常招培训工作，包括面试邀请及安排、培训宣传及信息整理3. 其它HR工作事项的支持 【职位要求】1. 硕士及以上学历，人力资源、英语、中文、社会学或法律相关专业24、25届应届生，表现优异者提供转正机会；2. 英语听说读写良好，有CET-6及以上证书；3. 开朗大方，积极主动，富有责任感，踏实，高效，善于沟通；4. 能够连续实习6个月及以上，每周出勤4天以上者优先。,https://www.zhipin.com/job_detail/462bed5c6d483ac01XF_2t61E1tY.html?lid=4WmKvkdU3Ra.search.21&securityId=tEZVxZYh9I_f1-81FHs7TseLFy9eCVf1cZ_Wp3ZE6TVh6iojtbr2cfDiyc1ZVlTPH0I7z1NRpNHIUSKiuHIECeWKgW6k202jWnWF4AeM8623Xvq75sw~&sessionId=
招聘实习生,TCL王牌电器,成都,3.0,3.6,工作内容：1.管理招聘网站，对求职者进行面试；2.抖音招聘作品发布，并进行直播招聘3.招聘数据统计4.安排的其他工作岗位要求：1.大专及以上学历，25年毕业生，能全职实习6个月及以上；2.有视频制作直播经验或者兴趣爱好优先；3.性格开朗，沟通良好，形象气质佳！,https://www.zhipin.com/job_detail/a68ab2106d4ac4231Hd729S_EVNY.html?lid=4WmKvkdU3Ra.search.22&securityId=Gm7M5uLJ1wf3R-71Ih93GT6k0DHTIhZpHWEwOLHFybjDgaHiliXCxWlHeUgW545dEanpBDnL34NBjnbdY4InsYZDSPFca9lrunAoh7Evm5NPWK5pHA~~&sessionId=
电商实习生,C7 OF LABEL,成都·武侯区·桂溪,3.0,3.6,运营平台：抖音、小红书、视频号、淘宝我们店铺C7OFLABEL【全网平台都有店】可以自行搜索哦~主要职责&工作：会根据面试情况，个人意向。在运营、PR、BD岗位中进行安排。岗位要求：1）认可电商行业、对电商行业具有浓厚兴趣；2）需要较强表达、沟通能力及协调工作能力；3）熟悉电脑办公WORD、EXCEL等软件，会拍剪更佳~其他：公司有岗位上的培训，上手方面可以放心。可以学到并接触到现在主流电商全流程的各个环节。欢迎想入行或了解学习的25届同学。,https://www.zhipin.com/job_detail/c6a79725f48cade61HBy09y9GVVR.html?lid=4WmKvkdU3Ra.search.23&securityId=Sfoou6NqHFp7N-0166iQXELAIL0zpIA4QLXH6l978RuuOMdiNDHOaOVsOds9AwruvcHp5VFr1m2y-k8a_O5MlUmlm88hQXJ2RToD66mygRj3bHTCYYE~&sessionId=
行政实习生,洋葱集团,成都·武侯区·中和,3.0,3.6,岗位职责：1、负责业务部门的考勤管理、办公用品采购、档案管理、费用统筹、固定资产管理…看似很杂，但把细小的事做到极致才是真本事！！2、协助督促各项制度的贯彻执行和推动实施；3、配合完成业务部门招聘需求，发布招聘信息，收集简历并根据任职要求筛选简历。岗位要求：1、有行政、人事实习经历优先，互联网或直播行业工作经验者优先录用；2、服务意识强！工作责任心棒棒棒！沟通协调能力666！亲和力是绝杀！3、一定的项目管理统筹能力，对于突发事件敏感度高；4、优秀的沟通能力，耐心、细心，以及严谨的逻辑思维能力。本岗位仅限25年毕业生！,https://www.zhipin.com/job_detail/080d45a54b08098f1HZ50tS8E1RW.html?lid=4WmKvkdU3Ra.search.24&securityId=JD4R0BdR1zZ2L-q1-WG47JIY4MvtvLFRw60tP8CCpqdAvo5XvcHiYL_wwIJofPnEZSH6tiA-pXM0YBrHfnY4srwYIYbm9ty5c_hCRqI02FU_6EhQ&sessionId=
测试实习生,商云科汇,成都·锦江区·春熙路,3.0,3.9,！！！目前测试岗位只招实习生。仅有实习待遇（120元/天），针对25级或26级在校生，希望能长期实习的同学。岗位职责：1. 理解功能需求，规划测试脑图并书写测试用例（英文）2. 根据测试用例对系统功能执行测试，按照公司要求规范化记录发现的BUG3. 编制回归测试用例，对每次重大发布进行手动回归测试4. 针对紧急出现的BUG进行BUG复现，并记录复现步骤5. 总结测试流程和测试结果，提出改进意见任职要求：1. 在读本科，软件工程或相关专业，熟悉标准化软件开发及测试流程2. 掌握软件测试理论，熟悉白盒黑盒测试、单元/集成/回归测试等概念和方法3. 具有较强的学习能力，能快速理解系统功能及需求4. 具有较强的逻辑思维能力，能对测试分支及边界条件进行清晰的梳理5. 工作积极主动，认真负责、善于沟通及团队协作6. 一定的英文读写能力实习时间及补助每周到公司实习 5 天，至少实习 6 个月提供实习补助，可盖实习章，优秀者提供转正机会假期• 双休，实行5天工作制，弹性工作制（上班时间：9:00-10:00，下班时间：18:00-19:00）• 享受国家规定的法定节假日福利• 公司位置：公司位于锦江区平安金融中心，紧邻春熙路地铁站（地铁2、3号线）和太古里，交通便利• 工作氛围：外企文化，公司尊重每一位员工，工作环境轻松愉悦，扁平化管理，领导亲和力强• 办公环境：公司拥有舒适的办公环境，设有休闲区，免费供应咖啡和茶水等饮品• 员工活动：公司定期开展文化娱乐活动，如：聚餐、年会、旅游、生日会等• 薪酬与发展：有完善的薪酬体系及职业发展空间,https://www.zhipin.com/job_detail/94304a92e2f7d20f1XZz0t67EFRX.html?lid=4WmKvkdU3Ra.search.42&securityId=OERhfT_srVzNc-b1FPThFUlygz1zbwqPeTkeD9KSYqUJwLjAG6_l3XgpkiZ8KK-0F2p7poxrfAyEgQCdJZ7ZtUM0DAd0EEhZkNI-Hrt3-XyNvdxyPhDoqzY_FeFHA2v9llM_2G5OEFfFIrquOc4eyGf7&sessionId=
金融实习生,青萍之微,成都·武侯区·中和,3.0,3.3,按照公司规定执行策略按照策略提高自身水平，实现公司产品价值提升本岗位仅接受实习生，实习期表现良好，可转正，转正工资6-8K招25届毕业生，要求时间稳定，且后期可以转正留用，不提供短期实习。,https://www.zhipin.com/job_detail/02d61e6e86cbc9771HZ43tu6FlZU.html?lid=4WmKvkdU3Ra.search.26&securityId=8gmuWgRlQDC1y-O1uGl3yN2fDstX0OrbPZKdI6GmxMvCjG9afEnCa7LRG_c6ob4wYZAgaDAxQzkZw-QEgHVPO_F02sewEGGFTKWDxReklLTTNwjhBeWH&sessionId=
IT 实习生,普华永道,成都·武侯区·新会展中心,3.0,4.2,"为公司IT部门提供后台支持服务. 包括,但不限于：用户帐户管理和用户访问权限管理电话系统管理在校生，技术支持相关经验者优先具有良好的问题分析和解决能力紧跟IT技术发展，愿意接受新的事物能自我学习，在高强度压力下独立工作具有良好的英语书面表达能力对微软Office办公软件熟练者优先有对微软活动目录管理，IBM notes邮件服务，Avaya电话系统支持经验者优先熟悉IT安全管理者优先粤语精通者优先",https://www.zhipin.com/job_detail/44b5780a4b550e7f1Xxz0tu8ElZV.html?lid=4WmKvkdU3Ra.search.143&securityId=bOrp5cJJ3jCZj-61xRbVB-l4HoObg5a-z1TKRPlmXen5goLZNxi1_rf5eVpBZ9eWzt7mxxS3SLpibSmrDFoF4GormoHWcbhlqgSBbKVFy_JtHriQ&sessionId=
行政实习生,天奥测控,成都·郫都区·高新西,3.0,4.5,岗位职责：1、协助业务部门进行日常文件管理与整理工作。2、对已归档项目文件进行著录和上传。2、完成领导交办的其他工作。岗位要求：1、熟练使用office等办公软件。2、本科及以上学历，管理类、物流类等相关专业；3、具有良好的文字功底和良好的工作态度；4、工作时间9:00-17:30。5、实习薪资按月计算，2k-2.5k/月。,https://www.zhipin.com/job_detail/0763b87ed3b66b5c1X192tW9EFdW.html?lid=4WmKvkdU3Ra.search.27&securityId=LfT0ZMrEEm5cx-Z1ylwduHqpV56v6povyDxqd-U7EOb2sgQ6ckK_oT4GN-QVnkzVBo7PT3mh4UkalsIxC2eQYyieIGnOu-Yg6TMUG4KusOeP4bQH4Mo~&sessionId=
工程 实习生,圭目,成都,3.0,3.6,职位描述：1、配合业务部门整理与归档检测数据；2、在数据分析工程师指导下完成图像缺陷标注和汇总工作；3、参与工程项目CAD图件成果编制。任职资格：1、学历大专及以上理工科专业应届生，接受大二、大三、大四学生；2、有较强的学习能力，服从工作安排；3、有责任心，有良好的沟通能力和团队精神；4、态度认真积极，工作细心耐心；5、熟练使用word、excel等常规办公软件，熟练使用CAD者优先；,https://www.zhipin.com/job_detail/f246f8dfd45998441nN_39S8EVpR.html?lid=4WmKvkdU3Ra.search.142&securityId=0SiIvOfUnDOwq-W1kIe7nG3VMYMrcvuVWDObenZYVjyRyrOYB4fWiI-T6KSpLGp9gf2Rj1unSoskrCuM1ahpF9LwY5-kJVSy59DtG3i0JZrKQp2PlA~~&sessionId=
